exp,seed,mu_seed,sigma0,depth,width,B,delta,relmse,train_sec,beta,sigma_inf,mu_box,d,K,steps,batch_size,lr,eval_n,eval_batch,teacher_steps,score_chunk
exp_flow_map_bound,1.0,0.0,0.01,4.0,512.0,0.1,0.06931471805599453,0.007270359697448018,329.54878520965576,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.01,4.0,512.0,0.25,0.06931471805599453,0.006841972537335453,329.2870032787323,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.001,4.0,512.0,0.001,0.06931471805599453,0.9999955593194074,329.75527715682983,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.001,4.0,512.0,0.01,0.06931471805599453,0.9565779637726624,329.7460422515869,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.001,4.0,512.0,0.1,0.06931471805599453,0.008770699756516469,330.070121049881,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.001,4.0,512.0,0.25,0.06931471805599453,0.006875344531379309,330.43487429618835,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.0001,4.0,512.0,0.001,0.06931471805599453,0.9999999872168096,329.7525234222412,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.0001,4.0,512.0,0.01,0.06931471805599453,0.9853455198662212,330.19014406204224,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.0001,4.0,512.0,0.1,0.06931471805599453,0.032616475120198704,329.9221258163452,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,1.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.019772878570865005,330.0750365257263,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,2.0,0.0,0.1,4.0,512.0,0.001,0.06931471805599453,0.9432107789604977,329.9213457107544,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,2.0,0.0,0.1,4.0,512.0,0.01,0.06931471805599453,0.0052121673582334604,330.14901518821716,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,2.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,2.6695164707157074e-05,330.34669613838196,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,2.0,0.0,0.1,4.0,512.0,0.25,0.06931471805599453,1.550714521752974e-05,330.50759100914,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,2.0,0.0,0.01,4.0,512.0,0.001,0.06931471805599453,0.9875302729276927,329.9354703426361,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
