exp,seed,sigma0,depth,width,t,t_frac,relmse,train_sec,beta,mu_box,d,K,steps,batch_size,lr,eval_n,eval_batch,score_chunk
0.0,4.0,0.1,4.0,256.0,0.7,0.7,0.002895917401474571,42.08469891548157,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
