seed,mu_seed,sigma0,depth,width,B,delta,relmse,train_sec,beta,sigma_inf,mu_box,d,K,steps,batch_size,lr,eval_n,eval_batch,teacher_steps,score_chunk
3.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,2.7231855311478104e-05,330.5466375350952,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
